STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,agedef,Age definition,age,Age class,unit,Unit of measure,sex,Sex,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,EU27_2020,European Union - 27 countries (from 2020),2016,,3735536,,bep,"break in time series, estimated, provisional",,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,EU27_2020,European Union - 27 countries (from 2020),2017,,3766413,,ep,"estimated, provisional",,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,EU27_2020,European Union - 27 countries (from 2020),2018,,3936055,,ep,"estimated, provisional",,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,EU27_2020,European Union - 27 countries (from 2020),2019,,4206293,,bep,"break in time series, estimated, provisional",,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,EU27_2020,European Union - 27 countries (from 2020),2020,,3279673,,ep,"estimated, provisional",,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,EU27_2020,European Union - 27 countries (from 2020),2021,,4080101,,ep,"estimated, provisional",,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,EU27_2020,European Union - 27 countries (from 2020),2022,,6938995,,ep,"estimated, provisional",,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,EU27_2020,European Union - 27 countries (from 2020),2023,,5966731,,ep,"estimated, provisional",,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,FI,Finland,1995,,12222,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,FI,Finland,1996,,13294,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,FI,Finland,1997,,13564,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,FI,Finland,1998,,14192,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,FI,Finland,1999,,14744,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,FI,Finland,2000,,16895,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,FI,Finland,2001,,18955,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,FI,Finland,2002,,18113,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,FI,Finland,2003,,17838,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,FI,Finland,2004,,20333,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,FI,Finland,2005,,21355,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,FI,Finland,2006,,22451,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,FI,Finland,2007,,26029,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,FI,Finland,2008,,29114,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,FI,Finland,2009,,26699,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,FI,Finland,2010,,25636,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,FI,Finland,2011,,29481,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,FI,Finland,2012,,31278,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,FI,Finland,2013,,31941,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,FI,Finland,2014,,31507,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,FI,Finland,2015,,28746,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,FI,Finland,2016,,34905,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,FI,Finland,2017,,31797,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,FI,Finland,2018,,31106,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,FI,Finland,2019,,32758,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,FI,Finland,2020,,32898,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,FI,Finland,2021,,36364,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,FI,Finland,2022,,49998,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,FI,Finland,2023,,73236,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,FR,France,2006,,301544,,b,break in time series,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,FR,France,2007,,293980,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,FR,France,2008,,296608,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,FR,France,2009,,296970,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,FR,France,2010,,307111,,b,break in time series,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,FR,France,2011,,319816,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,FR,France,2012,,327431,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,FR,France,2013,,338752,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,FR,France,2014,,340383,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,FR,France,2015,,364221,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,FR,France,2016,,377709,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,FR,France,2017,,369621,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,FR,France,2018,,387160,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,FR,France,2019,,385596,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,FR,France,2020,,331137,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,FR,France,2021,,336401,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,FR,France,2022,,431078,,p,provisional,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,FR,France,2023,,417613,,p,provisional,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,HR,Croatia,1995,,42026,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,HR,Croatia,1996,,44596,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,HR,Croatia,1997,,52343,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,HR,Croatia,1998,,51784,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,HR,Croatia,1999,,32910,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,HR,Croatia,2001,,24415,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,HR,Croatia,2002,,20365,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,HR,Croatia,2003,,18455,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,HR,Croatia,2004,,18383,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,HR,Croatia,2006,,14978,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,HR,Croatia,2007,,14622,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,HR,Croatia,2008,,16883,,b,break in time series,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,HR,Croatia,2009,,13213,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,HR,Croatia,2010,,8846,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,HR,Croatia,2011,,8534,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,HR,Croatia,2012,,8959,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,HR,Croatia,2013,,10378,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,HR,Croatia,2014,,10638,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,HR,Croatia,2015,,11706,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,HR,Croatia,2016,,13985,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,HR,Croatia,2017,,15553,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,HR,Croatia,2018,,26029,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,HR,Croatia,2019,,37726,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,HR,Croatia,2020,,33414,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,HR,Croatia,2021,,35912,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,HR,Croatia,2022,,57972,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,HR,Croatia,2023,,69396,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,HU,Hungary,1995,,15435,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,HU,Hungary,1996,,14984,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,HU,Hungary,1997,,14442,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,HU,Hungary,1998,,17269,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,HU,Hungary,1999,,21422,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,HU,Hungary,2000,,21726,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,HU,Hungary,2001,,22079,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,HU,Hungary,2002,,19855,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,HU,Hungary,2003,,21327,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,HU,Hungary,2004,,24298,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,HU,Hungary,2005,,27820,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,HU,Hungary,2006,,25732,,p,provisional,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,HU,Hungary,2007,,24361,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,HU,Hungary,2008,,37652,,b,break in time series,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,HU,Hungary,2009,,27894,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,HU,Hungary,2010,,25519,,b,break in time series,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,HU,Hungary,2011,,28018,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,HU,Hungary,2012,,33702,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,HU,Hungary,2013,,38968,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,HU,Hungary,2014,,54581,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,HU,Hungary,2015,,58344,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,HU,Hungary,2016,,53618,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,HU,Hungary,2017,,68070,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,HU,Hungary,2018,,82937,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,HU,Hungary,2019,,88581,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,HU,Hungary,2020,,75470,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,HU,Hungary,2021,,80471,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,HU,Hungary,2022,,94148,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,HU,Hungary,2023,,96192,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IE,Ireland,1995,,38000,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IE,Ireland,1996,,39000,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IE,Ireland,1997,,45625,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IE,Ireland,1998,,48175,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IE,Ireland,1999,,51675,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IE,Ireland,2000,,57400,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IE,Ireland,2001,,64925,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IE,Ireland,2002,,61725,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IE,Ireland,2003,,58875,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IE,Ireland,2004,,78075,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IE,Ireland,2005,,102000,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IE,Ireland,2006,,139434,,b,break in time series,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IE,Ireland,2007,,122415,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IE,Ireland,2008,,82592,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IE,Ireland,2009,,50604,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IE,Ireland,2010,,52339,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IE,Ireland,2011,,57292,,b,break in time series,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IE,Ireland,2012,,61324,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IE,Ireland,2013,,65539,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IE,Ireland,2014,,73519,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IE,Ireland,2015,,80792,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IE,Ireland,2016,,93378,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IE,Ireland,2017,,84743,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IE,Ireland,2018,,105699,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IE,Ireland,2019,,96321,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IE,Ireland,2020,,81918,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IE,Ireland,2021,,83770,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IE,Ireland,2022,,157537,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IE,Ireland,2023,,135617,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IS,Iceland,1995,,2867,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IS,Iceland,1996,,3664,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IS,Iceland,1997,,3990,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IS,Iceland,1998,,4562,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IS,Iceland,1999,,4785,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IS,Iceland,2000,,5203,,,,,
