STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,sex,Sex,age,Age class,citizen,Country of citizenship,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IE,Ireland,2005,,4.6,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IE,Ireland,2006,,4.6,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IE,Ireland,2007,,5.0,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IE,Ireland,2008,,7.6,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IE,Ireland,2009,,15.1,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IE,Ireland,2010,,17.2,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IE,Ireland,2011,,17.8,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IE,Ireland,2012,,17.8,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IE,Ireland,2013,,14.9,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IE,Ireland,2014,,12.7,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IE,Ireland,2015,,10.8,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IE,Ireland,2016,,9.1,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IE,Ireland,2017,,7.1,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IE,Ireland,2018,,5.8,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IE,Ireland,2019,,5.2,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IE,Ireland,2020,,5.6,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IE,Ireland,2021,,6.3,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IE,Ireland,2022,,4.4,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IE,Ireland,2023,,4.4,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IE,Ireland,2024,,4.3,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,1995,,5.5,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,1996,,3.7,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,1997,,3.6,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,1998,,2.4,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,1999,,1.6,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,2000,,1.3,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,2001,,1.6,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,2002,,3.3,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,2003,,4.0,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,2004,,5.1,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,2005,,2.6,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,2006,,2.6,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,2007,,2.2,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,2008,,3.2,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,2009,,8.6,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,2010,,8.3,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,2011,,7.8,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,2012,,6.3,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,2013,,5.6,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,2014,,5.0,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,2015,,3.9,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,2016,,2.9,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,2017,,2.8,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,2018,,2.8,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,2019,,3.8,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,2020,,5.6,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,2021,,5.8,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,2022,,4.2,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,2023,,3.9,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,2024,,3.8,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,1995,,9.1,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,1996,,9.3,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,1997,,9.4,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,1998,,9.5,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,1999,,8.9,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,2000,,8.3,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,2001,,7.4,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,2002,,7.0,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,2003,,6.9,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,2004,,6.3,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,2005,,6.2,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,2006,,5.4,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,2007,,4.9,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,2008,,5.5,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,2009,,6.7,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,2010,,7.5,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,2011,,7.5,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,2012,,9.8,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,2013,,11.5,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,2014,,11.9,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,2015,,11.4,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,2016,,10.9,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,2017,,10.4,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,2018,,9.7,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,2019,,9.1,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,2020,,8.5,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,2021,,8.7,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,2022,,7.1,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,2023,,6.8,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,2024,,5.9,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,LT,Lithuania,1998,,15.4,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,LT,Lithuania,1999,,14.7,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,LT,Lithuania,2000,,18.3,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,LT,Lithuania,2001,,19.6,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,LT,Lithuania,2002,,13.2,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,LT,Lithuania,2003,,12.6,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,LT,Lithuania,2004,,10.3,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,LT,Lithuania,2005,,8.1,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,LT,Lithuania,2006,,6.0,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,LT,Lithuania,2007,,4.2,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,LT,Lithuania,2008,,6.0,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,LT,Lithuania,2009,,17.1,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,LT,Lithuania,2010,,21.2,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,LT,Lithuania,2011,,17.9,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,LT,Lithuania,2012,,15.2,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,LT,Lithuania,2013,,13.1,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,LT,Lithuania,2014,,12.2,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,LT,Lithuania,2015,,10.1,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,LT,Lithuania,2016,,9.1,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,LT,Lithuania,2017,,8.6,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,LT,Lithuania,2018,,6.9,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,LT,Lithuania,2019,,7.1,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,LT,Lithuania,2020,,9.3,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,LT,Lithuania,2021,,7.6,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,LT,Lithuania,2022,,6.5,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,LT,Lithuania,2023,,7.3,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,LT,Lithuania,2024,,7.8,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,LU,Luxembourg,1995,,2.1,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,LU,Luxembourg,1996,,2.5,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,LU,Luxembourg,1997,,1.9,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,LU,Luxembourg,1998,,1.9,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,LU,Luxembourg,1999,,1.8,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,LU,Luxembourg,2000,,1.8,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,LU,Luxembourg,2001,,1.6,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,LU,Luxembourg,2002,,1.9,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,LU,Luxembourg,2003,,3.0,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,LU,Luxembourg,2004,,3.7,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,LU,Luxembourg,2005,,3.5,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,LU,Luxembourg,2006,,3.6,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,LU,Luxembourg,2007,,3.6,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,LU,Luxembourg,2008,,4.3,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,LU,Luxembourg,2009,,4.4,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,LU,Luxembourg,2010,,3.8,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,LU,Luxembourg,2011,,3.8,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,LU,Luxembourg,2012,,4.5,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,LU,Luxembourg,2013,,5.4,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,LU,Luxembourg,2014,,5.9,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,LU,Luxembourg,2015,,6.1,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,LU,Luxembourg,2016,,6.0,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,LU,Luxembourg,2017,,5.6,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,LU,Luxembourg,2018,,5.3,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,M,Males,Y15-74,From 15 to 74 years,TOTAL,Total,LU,Luxembourg,2019,,5.7,,,,,
